project_name,country,year,sector,subsector,investment,fund_source,carrier_type,overall_rating,relevance,coherence,effectivity,efficiency,impact,sustainability,url,outcome_fully,outcome_partially,outcome_not,pdf
"Wasserver- und Abwasserentsorgung, Pristina I",Kosovo,2019,Wasser,Ressourcenschutz inkl. Wasser,6570000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,1.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Kosovo_WV_AE_D_2019.pdf,100.0,0.0,0.0,Kosovo_WV_AE_D_2019.pdf
"Wasserver- und Abwasserentsorgung, Pristina II",Kosovo,2019,Wasser,Ressourcenschutz inkl. Wasser,17540000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,1.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Kosovo_WV_AE_D_2019.pdf,85.71428571428571,0.0,0.0,Kosovo_WV_AE_D_2019.pdf
"Wasserver- und Abwasserentsorgung, Pristina III",Kosovo,2019,Wasser,Ressourcenschutz inkl. Wasser,30230000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,1.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Kosovo_WV_AE_D_2019.pdf,100.0,0.0,0.0,Kosovo_WV_AE_D_2019.pdf
Grundbildung III (Korbfinanzierung),Benin,2019,Bildung,Nachhaltige Wirtschaft,149300000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Benin_Grundbildung_2019_D.pdf,80.0,0.0,20.0,Benin_Grundbildung_2019_D.pdf
Entwicklung mit sozialer Gerechtigkeit-URL II,Guatemala,2019,Frieden und Sicherheit,Frieden und Governance,12340000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Privatwirtschaftlich,2,1.0,,3.0,2.0,3,1.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Guatemala_Gerechtigkeit_2019_D.pdf,66.66666666666666,0.0,33.33333333333333,Guatemala_Gerechtigkeit_2019_D.pdf
Staatsreform: Unterstützung der Nationalen Kompensationspolitik II,Bolivien,2019,Governance,Frieden und Governance,9400000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,2.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Bolivien_Nationalpark_2014_D.pdf,80.0,20.0,0.0,Bolivien_Nationalpark_2014_D.pdf
Armutsorientierte Infrastruktur V (EGP) ,Palästina,2019,Nachhaltige Wirtschaftsentwicklung,Frieden und Governance,21130000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,3,2.0,,2.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Pal_Gebiete_EGP_2019_D.pdf,33.33333333333333,66.66666666666666,0.0,Pal_Gebiete_EGP_2019_D.pdf
Armutsorientierte Infrastruktur VI (EGP) ,Palästina,2019,Nachhaltige Wirtschaftsentwicklung,Frieden und Governance,15660000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,3,2.0,,2.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Pal_Gebiete_EGP_2019_D.pdf,75.0,0.0,25.0,Pal_Gebiete_EGP_2019_D.pdf
Armutsorientierte Infrastruktur VII (EGP) ,Palästina,2019,Nachhaltige Wirtschaftsentwicklung,Frieden und Governance,9200000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,3,2.0,,2.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Pal_Gebiete_EGP_2019_D.pdf,100.0,0.0,0.0,Pal_Gebiete_EGP_2019_D.pdf
Armutsorientierte Infrastruktur VIII (EGP) ,Palästina,2019,Nachhaltige Wirtschaftsentwicklung,Frieden und Governance,4240000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,3,3.0,,2.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Pal_Gebiete_EGP_2019_D.pdf,50.0,50.0,0.0,Pal_Gebiete_EGP_2019_D.pdf
Armutsorientierte Infrastruktur IX (EGP) ,Palästina,2019,Nachhaltige Wirtschaftsentwicklung,Frieden und Governance,4310000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,3,3.0,,2.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Pal_Gebiete_EGP_2019_D.pdf,66.66666666666666,33.33333333333333,0.0,Pal_Gebiete_EGP_2019_D.pdf
Gemeindeentwicklung/BdE I,Ecuador,2019,Governance,Frieden und Governance,20950000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,1.0,,2.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Ecuador_BEDE_2019_D.pdf,40.0,40.0,20.0,Ecuador_BEDE_2019_D.pdf
Gemeindeentwicklung/BdE II,Ecuador,2019,Governance,Frieden und Governance,17000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,1.0,,3.0,3.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Ecuador_BEDE_2019_D.pdf,60.0,40.0,0.0,Ecuador_BEDE_2019_D.pdf
Ko-Finanzierung <span lang='en'>Social Marketing</span> von Kondomen und Kontrazeptiva II,Tansania,2019,Gesundheit,Gesundheit und soziale Sicherung,28260000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),NRO,3,2.0,,3.0,3.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Tansania_Gesundheit_2019_D.pdf,71.42857142857143,14.285714285714285,0.0,Tansania_Gesundheit_2019_D.pdf
Ko-Finanzierung <span lang='en'>Social Marketing</span> von Kondomen und Kontrazeptiva III,Tansania,2019,Gesundheit,Gesundheit und soziale Sicherung,30500000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),NRO,3,2.0,,3.0,3.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Tansania_Gesundheit_2019_D.pdf,71.42857142857143,14.285714285714285,0.0,Tansania_Gesundheit_2019_D.pdf
Ko-Finanzierung <span lang='en'>Social Marketing</span> von Kondomen und Kontrazeptiva IV,Tansania,2019,Gesundheit,Gesundheit und soziale Sicherung,14290000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),NRO,4,2.0,,2.0,3.0,2,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Tansania_Gesundheit_2019_D.pdf,66.66666666666666,16.666666666666664,16.666666666666664,Tansania_Gesundheit_2019_D.pdf
Sozialfonds für Entwicklung (SFD) V ,Jemen,2019,Bildung,Nachhaltige Wirtschaft,19780000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),NRO,3,2.0,,3.0,3.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Jemen_SFDV_2019_D.pdf,33.33333333333333,0.0,33.33333333333333,Jemen_SFDV_2019_D.pdf
Sozialfonds für Entwicklung (SDF) VI,Jemen,2019,Bildung,Nachhaltige Wirtschaft,8800000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),NRO,3,2.0,,3.0,3.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Jemen_SFDV_2019_D.pdf,33.33333333333333,0.0,33.33333333333333,Jemen_SFDV_2019_D.pdf
Verminderung von Überbelegung in städtischen Schulen,Jemen,2019,Bildung,Nachhaltige Wirtschaft,5440000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),NRO,3,2.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Jemen_SFDV_2019_D.pdf,25.0,25.0,25.0,Jemen_SFDV_2019_D.pdf
Sozialfonds für Entwicklung (SDF) VIII,Jemen,2019,Bildung,Nachhaltige Wirtschaft,7180000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),NRO,3,2.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Jemen_SFDV_2019_D.pdf,50.0,0.0,0.0,Jemen_SFDV_2019_D.pdf
KMU-Umweltkreditprogramm über BCIE,Zentralamerika (BCIE),2019,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,33630000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,3,3.0,,3.0,3.0,4,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/BCIE_Umwelt_2019_D.pdf,100.0,0.0,0.0,BCIE_Umwelt_2019_D.pdf
HIV-AIDS-Prävention in Zentralafrika II a,Afrika (CEMAC),2019,Gesundheit,Gesundheit und soziale Sicherung,18310000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,2,2.0,,2.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/CEMAC_HIV-Prävention_2019_D.pdf,28.57142857142857,28.57142857142857,28.57142857142857,CEMAC_HIV-Prävention_2019_D.pdf
HIV-AIDS-Prävention in Zentralafrika II b,Afrika (CEMAC),2019,Gesundheit,Gesundheit und soziale Sicherung,18310000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,2,2.0,,2.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/CEMAC_HIV-Prävention_2019_D.pdf,28.57142857142857,28.57142857142857,28.57142857142857,CEMAC_HIV-Prävention_2019_D.pdf
HIV-AIDS-Prävention in Zentralafrika III,Afrika (CEMAC),2019,Gesundheit,Gesundheit und soziale Sicherung,14410000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,2,2.0,,2.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/CEMAC_HIV-Prävention_2019_D.pdf,25.0,25.0,25.0,CEMAC_HIV-Prävention_2019_D.pdf
HIV-AIDS-Prävention in Zentralafrika IV,Afrika (CEMAC),2019,Gesundheit,Gesundheit und soziale Sicherung,14410000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,2,2.0,,2.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/CEMAC_HIV-Prävention_2019_D.pdf,25.0,25.0,25.0,CEMAC_HIV-Prävention_2019_D.pdf
Krisenintervention Syrische Flüchtlinge IV,Naher und Mittlerer Osten,2019,Sonstige,Frieden und Governance,15000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,3,2.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/NMO_Syrische_Fluechtlinge_2019_D.pdf,0.0,0.0,100.0,NMO_Syrische_Fluechtlinge_2019_D.pdf
Krisenintervention Syrische Flüchtlinge IV,Naher und Mittlerer Osten,2019,Sonstige,Frieden und Governance,15000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,3,2.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/NMO_Syrische_Fluechtlinge_2019_D.pdf,16.666666666666664,0.0,16.666666666666664,NMO_Syrische_Fluechtlinge_2019_D.pdf
Stabilisierung Nachbarländer in der Syrienkrise II,Naher und Mittlerer Osten,2019,Sonstige,Frieden und Governance,15000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,3,2.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/NMO_Syrische_Fluechtlinge_2019_D.pdf,57.14285714285714,14.285714285714285,0.0,NMO_Syrische_Fluechtlinge_2019_D.pdf
Unterstützung von Flüchtlingen im Irak,Naher und Mittlerer Osten,2019,Sonstige,Frieden und Governance,8000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,3,2.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/NMO_Syrische_Fluechtlinge_2019_D.pdf,50.0,0.0,0.0,NMO_Syrische_Fluechtlinge_2019_D.pdf
Stärkung der Resilienz im Kontext der Syrien-/Irakkrise II,Naher und Mittlerer Osten,2019,Sonstige,Nachhaltige Wirtschaft,5000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,3,2.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/NMO_Syrische_Fluechtlinge_2019_D.pdf,0.0,100.0,0.0,NMO_Syrische_Fluechtlinge_2019_D.pdf
Stärkung der Resilienz von Flüchtlingen im Kontext der Syrien-/ Irakkrise III,Naher und Mittlerer Osten,2019,Sonstige,Nachhaltige Wirtschaft,40000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Multilateral,3,2.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/NMO_Syrische_Fluechtlinge_2019_D.pdf,100.0,0.0,0.0,NMO_Syrische_Fluechtlinge_2019_D.pdf
Programm zur Unterstützung des Landwirtschaftssektors I,Armenien,2018,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,18800000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,3.0,2.0,1,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Armenien_Landwirtschaft_2018_D.pdf,50.0,50.0,0.0,Armenien_Landwirtschaft_2018_D.pdf
Programm zur Unterstützung des Landwirtschaftssektors II,Armenien,2018,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,15000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,3.0,2.0,1,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Armenien_Landwirtschaft_2018_D.pdf,50.0,25.0,25.0,Armenien_Landwirtschaft_2018_D.pdf
Programm kommunale Infrastruktur II,Türkei,2018,Wasser,Frieden und Governance,38800000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,2.0,,3.0,3.0,4,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Türkei_Infrastruktur_2018_D.pdf,57.14285714285714,14.285714285714285,28.57142857142857,Türkei_Infrastruktur_2018_D.pdf
Programm kommunale Infrastruktur III,Türkei,2018,Wasser,Frieden und Governance,80200000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Türkei_Infrastruktur_2018_D.pdf,50.0,30.0,10.0,Türkei_Infrastruktur_2018_D.pdf
Gemeindeförderprogramm (FISE VI),Nicaragua,2018,Governance,Frieden und Governance,10450000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,2.0,,3.0,3.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Nicaragua_FISE_2018_D.pdf,100.0,0.0,0.0,Nicaragua_FISE_2018_D.pdf
Wiederaufbau nach Hurrikan Felix,Nicaragua,2018,Governance,Frieden und Governance,6370000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,3.0,2.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Nicaragua_FISE_2018_D.pdf,50.0,0.0,50.0,Nicaragua_FISE_2018_D.pdf
Programm zur Förderung erneuerbarer Energien I,Armenien,2018,Energie,Klima und Energie,11710000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,2.0,,2.0,3.0,2,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Armenien_Energie_2018_D.pdf,100.0,0.0,0.0,Armenien_Energie_2018_D.pdf
Programm zur Förderung erneuerbarer Energien II,Armenien,2018,Energie,Klima und Energie,54000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,2.0,,3.0,3.0,2,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Armenien_Energie_2018_D.pdf,66.66666666666666,33.33333333333333,0.0,Armenien_Energie_2018_D.pdf
Programm zur Bekämpfung der Tuberkulose IV,Usbekistan,2018,Gesundheit,Gesundheit und soziale Sicherung,13110000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,1.0,,2.0,1.0,2,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Usbekistan_TBProgrammIV_2018_D.pdf,100.0,0.0,0.0,Usbekistan_TBProgrammIV_2018_D.pdf
Wasserversorgung Massawa (Sofortmaßnahme),Eritrea,2019,Wasser,Ressourcenschutz inkl. Wasser,1330000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,3,3.0,,3.0,3.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Eritrea_Massawa_2019_D-2.pdf,66.66666666666666,0.0,0.0,Eritrea_Massawa_2019_D-2.pdf
Wasserver. u. Abwasserentsorgung Massawa,Eritrea,2019,Wasser,Ressourcenschutz inkl. Wasser,760000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,5,2.0,,5.0,5.0,4,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Eritrea_Massawa_2019_D-2.pdf,0.0,42.857142857142854,57.14285714285714,Eritrea_Massawa_2019_D-2.pdf
Wohngebietssanierung <span lang='fr'>Pikine</span> (PIS I),Senegal,2018,Governance,Frieden und Governance,5400000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,2.0,,4.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Senegal_PIS_2018_D.pdf,25.0,75.0,0.0,Senegal_PIS_2018_D.pdf
"Wohngebietssanierung <span lang='fr'>Pikine</span>, Grundbildungskomponente (PIS II)",Senegal,2018,Governance,Nachhaltige Wirtschaft,1750000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,2.0,,4.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Senegal_PIS_2018_D.pdf,25.0,75.0,0.0,Senegal_PIS_2018_D.pdf
Wohngebietssanierung <span lang='fr'>Pikine</span> (PIS III),Senegal,2018,Governance,Frieden und Governance,3000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,2.0,,4.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Senegal_PIS_2018_D.pdf,25.0,75.0,0.0,Senegal_PIS_2018_D.pdf
Sektor-Budgethilfe Trinkwasser- und Sanitärversorgung,Burkina Faso,2019,Wasser,Ressourcenschutz inkl. Wasser,106700000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,3.0,2.0,2,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Burkina_Faso_SBH_2019_D.pdf,50.0,25.0,25.0,Burkina_Faso_SBH_2019_D.pdf
Mikrofinanzierungsprogramm Treuhandbeteiligung,Pakistan,2018,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,2000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Privatwirtschaftlich,2,2.0,,2.0,2.0,2,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Pakistan_Mikrofinanz_2018_D.pdf,80.0,0.0,20.0,Pakistan_Mikrofinanz_2018_D.pdf
Mikrofinanzierungsprogramm (THB),Pakistan,2018,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,6000000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Privatwirtschaftlich,2,2.0,,2.0,2.0,2,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Pakistan_Mikrofinanz_2018_D.pdf,80.0,0.0,20.0,Pakistan_Mikrofinanz_2018_D.pdf
Abwasserentsorgung Kafr El Sheikh,Ägypten,2019,Wasser,Ressourcenschutz inkl. Wasser,81150000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,2.0,2.0,3,3.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-A-D/Ägypten_Abwasser_2019_D.pdf,40.0,20.0,0.0,Ägypten_Abwasser_2019_D.pdf
Trinkwasserversorgung/ Abwasserentsorgung <span lang='es'>Pisco</span>,Peru,2019,Wasser,Ressourcenschutz inkl. Wasser,14775000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),NRO,4,2.0,,4.0,3.0,4,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Peru_Pisco_2019_D.pdf,16.666666666666664,16.666666666666664,66.66666666666666,Peru_Pisco_2019_D.pdf
Grundbildungsprogramm,Peru,2019,Bildung,Nachhaltige Wirtschaft,89850000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,2.0,2.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-L-P/Peru_Grundbildung_2019_D.pdf,66.66666666666666,33.33333333333333,0.0,Peru_Grundbildung_2019_D.pdf
Generalüberholung von URC Waggons,Uganda,2019,Transport und Kommunikation,Nachhaltige Wirtschaft,6760000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Mischform,4,3.0,,5.0,4.0,3,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Uganda_URCWagons_2019_D.pdf,0.0,0.0,100.0,Uganda_URCWagons_2019_D.pdf
Städtische Wasser- u. Sanitärversorgung II,Sambia,2019,Wasser,Ressourcenschutz inkl. Wasser,4770000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,4,2.0,,3.0,3.0,4,4.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Sambia_DTF_2020_D.pdf,37.5,25.0,25.0,Sambia_DTF_2020_D.pdf
KMU-Beteiligungsfonds Tunesien ,Tunesien,2019,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,2500000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Privatwirtschaftlich,2,2.0,,1.0,2.0,2,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-R-Z/Tunesien_KMU_2019_D.pdf,100.0,0.0,0.0,Tunesien_KMU_2019_D.pdf
KKMU-Finanzsektorförderung II,Honduras,2019,Nachhaltige Wirtschaftsentwicklung,Nachhaltige Wirtschaft,12200000.0,Bundesministerium für wirtschaftliche Zusammenarbeit und Entwicklung (BMZ),Staatlich,2,2.0,,2.0,3.0,3,2.0,https://www.kfw-entwicklungsbank.de/PDF/Evaluierung/Ergebnisse-und-Publikationen/PDF-Dokumente-E-K/Honduras_KKMU_2019_D.pdf,75.0,0.0,25.0,Honduras_KKMU_2019_D.pdf
